step,loss,sdf_loss,dro_loss,time
0,0.24023276567459106,0.23339833319187164,0.26757046580314636,1.449912772513926
1,0.2438119649887085,0.23679684102535248,0.27187246084213257,0.03602099698036909
2,0.23786768317222595,0.23083989322185516,0.2659788131713867,0.03581480961292982
3,0.25379401445388794,0.246857687830925,0.28153926134109497,0.037776521407067776
4,0.23904886841773987,0.2320225089788437,0.2671542763710022,0.0367898503318429
5,0.23654291033744812,0.22940638661384583,0.2650890052318573,0.035945821553468704
6,0.23633520305156708,0.22911757230758667,0.2652057111263275,0.039864773862063885
7,0.24756672978401184,0.2404594123363495,0.2759959399700165,0.03210351336747408
8,0.22972357273101807,0.22253300249576569,0.2584858238697052,0.037628828547894955
9,0.22496850788593292,0.2179708182811737,0.252959281206131,0.039938987232744694
10,0.23457753658294678,0.22699502110481262,0.26490750908851624,0.03708961419761181
11,0.2212582677602768,0.21420136094093323,0.24948590993881226,0.0377186955884099
12,0.22725427150726318,0.2196594625711441,0.2576334774494171,0.038071039132773876
13,0.20178399980068207,0.19431810081005096,0.2316475808620453,0.036344186402857304
14,0.2218845784664154,0.21424946188926697,0.2524249851703644,0.03642464615404606
15,0.20447996258735657,0.19676537811756134,0.23533830046653748,0.03839440271258354
16,0.19939479231834412,0.19174522161483765,0.22999310493469238,0.03797968104481697
17,0.18894772231578827,0.18154558539390564,0.21855619549751282,0.0353967510163784
18,0.2004275619983673,0.19264154136180878,0.23157167434692383,0.035524762235581875
19,0.20021015405654907,0.19229313731193542,0.23187826573848724,0.03646334260702133
20,0.17219236493110657,0.1642274558544159,0.20405198633670807,0.03456534631550312
21,0.1837310791015625,0.17570987343788147,0.21581585705280304,0.0352835226804018
22,0.1525953710079193,0.14389565587043762,0.18739420175552368,0.03722876310348511
23,0.1691211760044098,0.16091996431350708,0.20192597806453705,0.03889473155140877
24,0.16778114438056946,0.1594119369983673,0.20125801861286163,0.037630219012498856
25,0.14797450602054596,0.13946716487407684,0.18200385570526123,0.03818842023611069
26,0.13258987665176392,0.12348915636539459,0.1689927875995636,0.03705042973160744
27,0.13298864662647247,0.12403830140829086,0.16879001259803772,0.03910264000296593
28,0.12794125080108643,0.11887519061565399,0.16420546174049377,0.03654130920767784
29,0.14499951899051666,0.1360805630683899,0.18067534267902374,0.04108687024563551
30,0.12363968044519424,0.11447840183973312,0.16028478741645813,0.03610426187515259
31,0.11597057431936264,0.10652553290128708,0.1537507325410843,0.03441219963133335
32,0.12421346455812454,0.11512802541255951,0.16055519878864288,0.03808497916907072
33,0.1037764698266983,0.09452833980321884,0.14076897501945496,0.036466135643422604
34,0.0942588746547699,0.08438261598348618,0.1337638646364212,0.03783919848501682
35,0.10753895342350006,0.0979553610086441,0.1458733081817627,0.03866760618984699
36,0.10785050690174103,0.09833235293626785,0.14592312276363373,0.03679308295249939
37,0.10714972019195557,0.09783725440502167,0.14439958333969116,0.038127713836729527
38,0.10728195309638977,0.09789478778839111,0.144830584526062,0.03819646779447794
39,0.09673633426427841,0.08664004504680634,0.13712148368358612,0.036594889126718044
