step,loss,sdf_loss,dro_loss,time
0,0.1535876840353012,0.14371055364608765,0.19309619069099426,1.3552523804828525
1,0.1484111249446869,0.1381283700466156,0.18954211473464966,0.03540634363889694
2,0.13963520526885986,0.12919631600379944,0.18139074742794037,0.03533176705241203
3,0.13966912031173706,0.12919402122497559,0.18156953155994415,0.036453588865697384
4,0.14577379822731018,0.1354004591703415,0.18726715445518494,0.038926977664232254
5,0.14249354600906372,0.13201609253883362,0.18440335988998413,0.03891171235591173
6,0.1418437361717224,0.13148221373558044,0.1832898110151291,0.035599532537162304
7,0.13860639929771423,0.12797699868679047,0.18112397193908691,0.03747067879885435
8,0.1300434023141861,0.11913737654685974,0.17366750538349152,0.038654339499771595
9,0.1286276876926422,0.11770253628492355,0.17232830822467804,0.03628452215343714
10,0.12708978354930878,0.11615459620952606,0.17083053290843964,0.03579625394195318
11,0.13159751892089844,0.12087780237197876,0.17447641491889954,0.035398801788687706
12,0.1179237812757492,0.10671217739582062,0.16277018189430237,0.03895264491438866
13,0.12287189066410065,0.11179975420236588,0.16716045141220093,0.03741517383605242
14,0.1120663732290268,0.1005677804350853,0.15806074440479279,0.03785412013530731
15,0.10984623432159424,0.09808569401502609,0.15688838064670563,0.03743252344429493
16,0.10696786642074585,0.09538678824901581,0.15329213440418243,0.03679357562214136
17,0.0977582335472107,0.08589114248752594,0.1452265977859497,0.03864290099591017
18,0.09967121481895447,0.08805716037750244,0.14612741768360138,0.040964155457913876
19,0.09648562222719193,0.08451950550079346,0.1443500816822052,0.040058464743196964
20,0.09258927404880524,0.08061772584915161,0.14047542214393616,0.03938792925328016
21,0.08692160248756409,0.0747138261795044,0.13575270771980286,0.040099174715578556
22,0.08807964622974396,0.07579191774129868,0.1372305452823639,0.04043666645884514
23,0.08170769363641739,0.06952033191919327,0.13045713305473328,0.038900114595890045
24,0.08356626331806183,0.07131734490394592,0.13256195187568665,0.03951534815132618
25,0.07581709325313568,0.06322242319583893,0.1261957734823227,0.039413285441696644
26,0.07768762111663818,0.06551844626665115,0.1263643205165863,0.03936662059277296
27,0.08092159777879715,0.06909181922674179,0.128240704536438,0.03969863522797823
28,0.08081606030464172,0.06905824691057205,0.12784728407859802,0.03975483030080795
29,0.07200895249843597,0.05948111414909363,0.12212030589580536,0.039217314682900906
30,0.07747004181146622,0.06546135991811752,0.1255047768354416,0.039099035784602165
31,0.07661351561546326,0.06455833464860916,0.12483422458171844,0.039233578369021416
32,0.07653045654296875,0.06449320912361145,0.12467946112155914,0.03921904694288969
33,0.07613740861415863,0.06425916403532028,0.12365037202835083,0.039375108666718006
34,0.07409974187612534,0.061749279499053955,0.12350158393383026,0.039374285377562046
35,0.07450994849205017,0.06257062405347824,0.12226726859807968,0.03953964076936245
36,0.07261824607849121,0.06053305044770241,0.12095900624990463,0.03931187279522419
37,0.06960679590702057,0.05724819749593735,0.11904118210077286,0.03950526099652052
38,0.06558545678853989,0.0526716411113739,0.11724071949720383,0.039647744968533516
39,0.06051202118396759,0.04713261500000954,0.11402963846921921,0.039363155141472816
40,0.057760268449783325,0.04423566162586212,0.11185868829488754,0.039391424506902695
41,0.06006014347076416,0.04643673449754715,0.1145537793636322,0.039554708637297153
42,0.05626533925533295,0.042268410325050354,0.11225304752588272,0.039555381052196026
43,0.057513728737831116,0.04341071471571922,0.11392577737569809,0.039266519248485565
44,0.0626414492726326,0.048838499933481216,0.11785324662923813,0.03937075100839138
45,0.056535735726356506,0.042512860149145126,0.11262725293636322,0.039090368896722794
46,0.05773560330271721,0.04367324709892273,0.11398501694202423,0.039451876655220985
47,0.05718830227851868,0.04281235858798027,0.1146920844912529,0.03955460526049137
48,0.05851089954376221,0.04454828053712845,0.11436137557029724,0.03935152851045132
49,0.0593990832567215,0.045213934034109116,0.11613967269659042,0.03921409510076046
50,0.05385460704565048,0.03944287821650505,0.11150150001049042,0.039561785757541656
51,0.05512034147977829,0.04069394990801811,0.1128259152173996,0.03939292673021555
52,0.05360223352909088,0.039165057241916656,0.11135092377662659,0.03945943806320429
53,0.05263981968164444,0.038402047008275986,0.10959091782569885,0.039929769933223724
54,0.05605577677488327,0.0420076809823513,0.11224816739559174,0.039317130111157894
55,0.054315004497766495,0.03995085880160332,0.11177157610654831,0.03911415580660105
56,0.051789604127407074,0.037210334092378616,0.11010667681694031,0.039287338964641094
57,0.05536312609910965,0.041143521666526794,0.11224152892827988,0.03915041219443083
58,0.0535624660551548,0.03921183943748474,0.11096496134996414,0.0396189596503973
59,0.052661292254924774,0.03821273148059845,0.11045554280281067,0.03927759360522032
60,0.054356642067432404,0.039940159767866135,0.11202257871627808,0.039526994340121746
61,0.05358602851629257,0.03886878490447998,0.11245498806238174,0.03915721271187067
62,0.05244975909590721,0.03778486326336861,0.11110934615135193,0.03956037573516369
63,0.051934488117694855,0.03701774775981903,0.11160144954919815,0.0406417166814208
64,0.05320734530687332,0.038856301456689835,0.11061152070760727,0.039439886808395386
65,0.050002966076135635,0.03494357317686081,0.11024052649736404,0.03971079271286726
66,0.051427457481622696,0.0368785634636879,0.109623022377491,0.03905838169157505
67,0.05113714188337326,0.036473143845796585,0.10979312658309937,0.039235010743141174
68,0.05239337682723999,0.0379733070731163,0.11007365584373474,0.03915559034794569
69,0.05172077566385269,0.03701959177851677,0.11052551865577698,0.039133455604314804
70,0.05091038718819618,0.03602871298789978,0.1104370728135109,0.039845459163188934
71,0.04950045049190521,0.03481747955083847,0.10823231935501099,0.03929813206195831
72,0.05159640312194824,0.03714432939887047,0.10940468311309814,0.039464013651013374
73,0.05063716694712639,0.035938821732997894,0.10943053662776947,0.03927415329962969
74,0.04963625222444534,0.03509986028075218,0.10778181999921799,0.040403914637863636
75,0.0521489679813385,0.037731681019067764,0.10981811583042145,0.03917952813208103
76,0.052097924053668976,0.03763270005583763,0.10995881259441376,0.03951474837958813
77,0.05147366598248482,0.03696854040026665,0.1094941645860672,0.039393359795212746
78,0.05306410416960716,0.03838742896914482,0.11177080124616623,0.03934134729206562
79,0.04944106191396713,0.034370843321084976,0.10972192138433456,0.039057161659002304
80,0.05066798999905586,0.03608495369553566,0.10900013148784637,0.03928449656814337
81,0.04900596663355827,0.03395232930779457,0.10922050476074219,0.039134275168180466
82,0.048420198261737823,0.033514268696308136,0.10804391652345657,0.03914491552859545
83,0.04964607208967209,0.034925125539302826,0.10852986574172974,0.03951581660658121
84,0.04696841537952423,0.0320279598236084,0.10673024505376816,0.039607008919119835
85,0.04907193407416344,0.03411363437771797,0.1089051216840744,0.03925387002527714
86,0.04787188023328781,0.03274508938193321,0.1083790510892868,0.03920552134513855
87,0.04781752824783325,0.03287728130817413,0.10757850110530853,0.03911193460226059
88,0.051226742565631866,0.03644142299890518,0.11036800593137741,0.039618452079594135
89,0.0478210523724556,0.032610416412353516,0.10866359621286392,0.0395566001534462
90,0.04884330928325653,0.03392842039465904,0.10850285738706589,0.03938637860119343
91,0.04956024885177612,0.034729793667793274,0.10888207703828812,0.03973446413874626
92,0.04702787101268768,0.03165131062269211,0.10853411257266998,0.0393174197524786
93,0.04851454123854637,0.03380034863948822,0.10737130790948868,0.03929635602980852
94,0.048878610134124756,0.03394846245646477,0.10859920084476471,0.03933222126215696
