step,loss,sdf_loss,dro_loss,time
0,0.20308908820152283,0.1905127763748169,0.25339433550834656,1.4318993156775832
1,0.17334136366844177,0.15996906161308289,0.22683054208755493,0.03801378048956394
2,0.1733267456293106,0.16035068035125732,0.22523097693920135,0.038685550913214684
3,0.19130904972553253,0.17861437797546387,0.24208766222000122,0.03862620145082474
4,0.17091791331768036,0.1575603038072586,0.2243483066558838,0.03859155531972647
5,0.1708316206932068,0.15733473002910614,0.2248191386461258,0.038418594747781754
6,0.18673023581504822,0.17368996143341064,0.23889130353927612,0.03869533911347389
7,0.17822866141796112,0.16504345834255219,0.23096947371959686,0.03913112264126539
8,0.1635957956314087,0.15018902719020844,0.2172228991985321,0.0403214180842042
9,0.18449066579341888,0.17183421552181244,0.23511645197868347,0.039279621094465256
10,0.18430402874946594,0.17110280692577362,0.23710893094539642,0.03891062457114458
11,0.1900796890258789,0.17716413736343384,0.24174191057682037,0.0388646824285388
12,0.17977020144462585,0.1666003316640854,0.2324496954679489,0.039220044389367104
13,0.15945996344089508,0.14559133350849152,0.21493443846702576,0.03864887077361345
14,0.17389094829559326,0.16056902706623077,0.2271786332130432,0.038731226697564125
15,0.14953261613845825,0.13542258739471436,0.20597274601459503,0.03878406621515751
16,0.15847332775592804,0.14476287364959717,0.21331512928009033,0.039101509377360344
17,0.15461793541908264,0.14128950238227844,0.20793163776397705,0.038787408731877804
18,0.1488565057516098,0.13523231446743011,0.20335328578948975,0.038893130607903004
19,0.14473921060562134,0.13117529451847076,0.19899488985538483,0.03890482150018215
20,0.15686020255088806,0.1435716450214386,0.21001440286636353,0.03867087885737419
21,0.15282079577445984,0.13995684683322906,0.20427656173706055,0.0389172974973917
22,0.1336769461631775,0.11949855834245682,0.190390482544899,0.03913851734250784
23,0.1431383341550827,0.12988844513893127,0.19613789021968842,0.037044376134872437
24,0.14440877735614777,0.1314193308353424,0.196366548538208,0.038434612564742565
25,0.13346818089485168,0.12022377550601959,0.18644581735134125,0.039199755527079105
26,0.11663377285003662,0.10310689359903336,0.1707412749528885,0.03659980930387974
27,0.12795978784561157,0.11526769399642944,0.1787281483411789,0.021237113513052464
28,0.1282365620136261,0.11582187563180923,0.17789533734321594,0.022523488849401474
29,0.1290307641029358,0.11635597795248032,0.17972992360591888,0.022180581465363503
30,0.12802211940288544,0.11489325016736984,0.18053756654262543,0.023538462817668915
31,0.1249377429485321,0.11152675747871399,0.17858168482780457,0.02229185961186886
32,0.1313670575618744,0.11912398040294647,0.18033932149410248,0.020712866447865963
33,0.11057435721158981,0.09739226847887039,0.1633027195930481,0.02137903682887554
